"Program","xPONENT","","Intelliflex"
"Build","2.1.1015"
"Date","2025-05-07","12:07"



"SN","IFLEXS22334001"
"Batch","Mouse Metabolic 5-7-25"
"Version","1"
"Operator",""
"ComputerName","INTELLIFLEX-PC"
"Country Code","409"
"ProtocolName",""
"ProtocolVersion","N/A"
"ProtocolDescription",""
"ProtocolDevelopingCompany",""
"PanelName","Mouse Metabolic MMHE-44K [v1]"
"MaxSampleUptakeVolume","50 ul"
"DDGate","8000 to 15000"
"SampleTimeout","50 sec"
"BatchStartTime","2025-05-07 11:33"
"BatchStopTime","2025-05-07 12:06"
"BatchDescription",""
"ProtocolPlate","Name","","Type","96","Plates","1"
"ProtocolMicrosphere","Map","","Type","","Count",""
"ProtocolAnalysis","Off"
"NormBead","None"
"ProtocolHeater","Off"
"ProtocolOperatingMode","xMAP INTELLIFLEX® High Sensitivity"
"BeadType","MagPlex"
"PrePlateRoutine",""
"PostPlateRoutine","Wash"
"PostWellRoutine",""
"PlateReadDirection","Vertical"


"Most Recent Calibration and Control Results:"
"Last Calibration","Calibrated 05/07/2025 10:49"
"Last Verification","Verified 05/07/2025 10:53"
"Last Fluidics Test","Verified 05/07/2025 10:55"

"CALInfo:"
"Classification Calibrator"
"Lot","ExpirationDate","CalibrationTime","CL1 Calibrated","CL1 Gain Final Volts","CL2 Calibrated","CL2 Gain Final Volts","CL3 Calibrated","CL3 Gain Final Volts","EDR Gain Calibrated","EDR Gain Final Volts","Lx200 RP1 High Gain Calibrated","Lx200 RP1 High Gain Final Volts","Lx200 RP1 Low Gain Calibrated","Lx200 RP1 Low Gain Final Volts","DDMag Calibrated","DDMag Gain Final Volts","DDMicro Calibrated","DDMicro Gain Final Volts","Standard RP1 Gain Calibrated","Standard RP1 Gain Final Volts"
"C07684","07/09/2026 00:00","05/07/2025 10:49","True","82.50","True","86.38","True","82.09","True","83.68","True","564.28","True","459.32","True","55.08","True","83.64","True","578.18"

"Samples","96","Min Events","","Per Bead"

"Results"

"DataType:","Median"
"Location","Sample","C-peptide","Ghrelin","GIP total","GLP-1 total","IL-6","Glucagon","Insulin","Leptin","MCP-1","Secretin","PP","PYY","Resistin","TNFa","Amylin","Total Events"
"DataType:","Peak"
"Location","Sample","C-peptide","Ghrelin","GIP total","GLP-1 total","IL-6","Glucagon","Insulin","Leptin","MCP-1","Secretin","PP","PYY","Resistin","TNFa","Amylin","Total Events"
"1(1,A1)","Standard1","299566","695781","572648","847075","789707","3305420","1125649","511865","847247","311993","499014","539956","1170556","631136","958742","1168"
"2(1,B1)","Standard2","242335","450105","252374","743133","347310","2636239","774083","493869","469510","268096","330051","409770","831926","294510","630548","1061"
"3(1,C1)","Standard3","156341","267669","81294","268112","127040","1754543","523526","272050","161627","191170","129247","279754","459264","101768","240805","1075"
"4(1,D1)","Standard4","57771","88993","26740","61615","50125","354765","199359","113666","39703","79324","35884","58285","169362","43037","83590","1158"
"5(1,E1)","Standard5","11851","35596","8055","16477","16045","108205","59023","44925","8203","35500","14567","10667","77887","14247","16705","1018"
"6(1,F1)","Standard6","4639","5551","5783","9459","5797","6856","10514","2510","3232","9300","8879","5707","42742","8396","3636","1002"
"7(1,G1)","Standard7","3299","2458","6698","6051","3291","4028","3034","7682","2578","4836","9666","3488","23025","5340","2618","1264"
"8(1,H1)","Background0","3409","1681","3428","5928","1905","4106","2615","3289","2321","3076","7577","4824","16122","6311","2285","1152"
"9(1,A2)","Standard1","322885","742909","562862","828672","823821","2380776","1040421","565652","824955","326652","531423","511372","1100457","684118","925143","1126"
"10(1,B2)","Standard2","265129","495071","235791","583935","348381","2308999","832148","496552","489671","311791","367328","527004","772201","301170","570313","1103"
"11(1,C2)","Standard3","159681","246090","93980","332795","149346","1482586","510016","294311","196722","208733","148845","277304","436944","118357","310036","1070"
"12(1,D2)","Standard4","67576","102197","37957","71699","54389","407997","221532","108814","42929","86831","40222","66854","186139","47929","98563","1061"
"13(1,E2)","Standard5","13397","16738","11592","16513","16083","49120","55938","45709","8047","35278","16115","6585","77530","14263","16834","1257"
"14(1,F2)","Standard6","4651","5673","5234","7860","6577","8929","11182","16051","3946","11362","9629","5136","41929","9458","5042","1034"
"15(1,G2)","Standard7","3945","2783","4103","6145","3504","3429","3237","5580","2326","5139","10683","4181","24491","4746","3024","962"
"16(1,H2)","Background0","2912","1428","2924","4735","1781","4094","1857","3714","2287","2428","10683","5344","16341","5331","2375","1216"
"17(1,A3)","Control1","52581","79430","38357","81627","52174","364931","200323","108117","40009","86811","38967","60306","107943","1766417","107479","957"
"18(1,B3)","Control2","144832","256325","81989","317384","125478","1350722","499524","254949","156561","213870","127140","270389","263647","94113","272936","1143"
"19(1,C3)","Unknown1","52012","3293","68435","11834","4095","39453","53320","272009","2900","6195","10511","10893","342878","7729","3809","1335"
"20(1,D3)","Unknown2","59994","3497","72130","35601","3158","57578","56046","313780","3484","6445","14817","15495","476079","12342","3644","1179"
"21(1,E3)","Unknown3","66615","2798","16685","13080","3558","2272","65809","202789","2148","3637","8893","5343","298919","4120","3856","1181"
"22(1,F3)","Unknown4","69917","3800","86620","18796","3793","22350","58068","310570","3948","6441","11393","10528","433210","8054","3225","1080"
"23(1,G3)","Unknown5","64425","4284","47697","17762","2098","38832","91947","232475","2673","5733","11167","15415","370560","6799","2466","991"
"24(1,H3)","Unknown6","71565","5152","81267","18487","4030","50035","114730","343910","3219","4947","12080","17426","481444","9610","5375","966"
"25(1,A4)","Control1","53882","81810","42669","88240","51304","471536","209891","189147","39380","115759","38628","62295","133015","42932","91826","1181"
"26(1,B4)","Control2","134062","224156","89002","351907","132790","1312508","530219","234264","159552","208502","136464","294378","301654","100783","279404","1035"
"27(1,C4)","Unknown1","46784","3285","57301","9086","3477","36248","61455","251432","2864","4574","11367","9447","252844","7549","2621","1203"
"28(1,D4)","Unknown2","40262","2566","38971","10542","2741","24299","37488","271789","2333","5048","9817","8250","351390","10056","4192","1007"
"29(1,E4)","Unknown3","79675","2472","21281","13398","3296","3778","82632","232210","2428","4638","11365","3872","406892","13061","3417","1314"
"30(1,F4)","Unknown4","71609","2736","86396","21356","3703","24611","61374","298447","2333","5566","12821","17714","525248","10519","2786","1180"
"31(1,G4)","Unknown5","43910","3162","35165","10464","3227","4282","60516","198872","2574","4554","8373","10872","213040","7411","3287","996"
"32(1,H4)","Unknown6","63421","4021","63950","14228","5156","39649","91579","326534","2849","5671","11089","11598","416969","3356","3766","1068"
"33(1,A5)","Unknown7","37196","2854","16345","6834","2911","6155","38369","215038","2283","4040","7589","5796","298307","9515","2183","973"
"34(1,B5)","Unknown8","21317","2643","45863","17414","3555","9089","36665","205360","2052","4196","8768","10248","360322","3218","2238","1155"
"35(1,C5)","Unknown9","64086","5228","52092","10709","3207","42365","90840","300256","2477","4283","9488","19269","1251822","3354","2977","1107"
"36(1,D5)","Unknown10","79993","4939","128427","19218","2804","99437","183183","261390","2624","8745","12085","40256","368938","3028","5695","1116"
"37(1,E5)","Unknown11","35145","3558","44752","16073","3030","47503","60950","193174","2735","4474","12076","5943","215128","4361","3497","1022"
"38(1,F5)","Unknown12","73957","6078","46016","11423","2319","20450","96959","115347","2203","7576","9305","38627","391610","4856","5256","1013"
"39(1,G5)","Unknown13","39767","6961","72504","23667","3803","130609","161605","285964","2961","6314","11366","25144","439174","7913","6051","1297"
"40(1,H5)","Unknown14","22708","4105","64566","12852","4203","34897","73680","307243","2182","6193","9473","21415","445031","12558","2569","1196"
"41(1,A6)","Unknown7","36403","2380","18929","6052","3623","7257","38376","228071","2332","4364","9668","5056","311312","12117","3042","1303"
"42(1,B6)","Unknown8","25676","3230","43093","12329","4182","10914","37598","192200","2960","4196","9466","9320","370410","8892","2023","1152"
"43(1,C6)","Unknown9","70198","4298","44459","12403","2967","37693","95084","260688","2069","4544","10064","14305","546278","9461","3702","1139"
"44(1,D6)","Unknown10","90481","7288","128200","24970","2686","107928","223394","298490","2327","11403","13641","36792","338524","5446","4929","1205"
"45(1,E6)","Unknown11","26748","3031","40646","11884","3220","42053","58854","227179","2526","5061","11826","12327","261311","8734","3649","996"
"46(1,F6)","Unknown12","73189","5563","41942","16421","3347","25207","96435","153670","2363","6546","9428","19701","435464","7463","3019","1117"
"47(1,G6)","Unknown13","38206","7113","48826","13112","3226","74367","137249","245175","2901","5348","11176","14254","347502","8231","3492","1181"
"48(1,H6)","Unknown14","24706","3957","64910","11164","3956","27288","69908","342489","3225","4913","10067","14548","525128","12372","4635","952"
"49(1,A7)","Unknown15","55942","3469","45008","9356","2525","3940","116463","219339","2520","4283","9083","5370","212861","6712","4383","708"
"50(1,B7)","Unknown16","53087","3573","74621","18889","3367","16089","78546","337457","2472","4456","12349","16377","439839","3817","3870","1006"
"51(1,C7)","Unknown17","52995","3420","50832","18164","4122","39934","49903","302427","3093","7097","11826","17418","435409","12595","2335","1127"
"52(1,D7)","Unknown18","59202","3947","87993","27241","5686","72181","53467","307570","2463","5251","14217","21368","382455","10658","4291","1051"
"53(1,E7)","Unknown19","37960","5573","56631","12837","3958","55173","22640","1037227","3100","5578","9857","6704","400276","3947","3157","1101"
"54(1,F7)","Unknown20","36381","7912","92212","16645","4380","55329","38841","294730","2273","6459","15779","13978","412014","4741","3476","1075"
"55(1,G7)","Unknown21","149377","4462","24672","15431","2423","6419","278471","294214","2474","5041","11143","7568","392480","5567","4022","1236"
"56(1,H7)","Unknown22","211394","3722","58107","40275","2680","13854","492701","342171","2278","6165","13102","20090","499445","5679","7136","1031"
"57(1,A8)","Unknown15","49918","2627","14539","7917","2427","5337","104137","201819","4376","4642","9644","6987","194367","7413","5239","1091"
"58(1,B8)","Unknown16","52730","1901","74883","25168","2743","18571","79465","360166","2329","5918","13893","14489","453574","8372","3576","1057"
"59(1,C8)","Unknown17","51156","3216","48489","16440","4023","42133","52945","272465","3243","8052","12878","25219","447001","6393","4635","1069"
"60(1,D8)","Unknown18","66129","6954","100462","35879","7725","76518","58628","379099","2617","10082","15128","15999","507982","15761","5925","1120"
"61(1,E8)","Unknown19","41098","5213","64901","6851","3291","52892","17845","185382","2472","9041","38754","15178","322188","4480","3225","1063"
"62(1,F8)","Unknown20","41797","6971","97585","16013","2632","56573","37684","279874","2135","5685","13413","10890","360678","4117","2516","1101"
"63(1,G8)","Unknown21","162735","2781","44480","13614","3098","18128","293867","302235","2630","5227","12864","8068","399717","8432","4465","1084"
"64(1,H8)","Unknown22","209604","2580","68905","45724","2787","19773","492188","263769","3367","6157","12346","13187","501905","9120","10657","1092"
"65(1,A9)","Unknown23","91548","5324","98947","37801","2100","117864","155428","309387","1860","4734","50512","37052","355418","6691","3936","1208"
"66(1,B9)","Unknown24","43754","9877","42073","9285","1859","58827","60260","207447","2141","7747","10081","19336","438970","5707","3344","1090"
"67(1,C9)","Unknown25","41079","4210","72694","8728","3946","44913","42132","292898","2861","6437","8941","14261","439830","11378","4301","1018"
"68(1,D9)","Unknown26","126703","6821","77937","11643","3635","109739","226138","384453","2193","6180","10498","27232","552539","8728","7861","974"
"69(1,E9)","Unknown27","44069","4018","46381","10933","3142","45968","45301","202601","2059","5371","9051","5845","341460","3408","5253","1111"
"70(1,F9)","Unknown28","55484","9548","48946","12388","2789","42396","73316","211804","2099","5052","9451","8718","374707","7933","3573","971"
"71(1,G9)","Unknown29","20971","5465","70960","26229","2624","82697","56457","254846","2320","5812","11356","16092","424501","9677","5700","1215"
"72(1,H9)","Unknown30","19229","5450","67725","10918","4731","36485","74892","289668","2186","5148","11114","21409","518029","3949","3960","1002"
"73(1,A10)","Unknown23","83465","5703","93553","40545","1855","105302","159683","252646","3432","10257","39213","63175","347454","7102","5912","1034"
"74(1,B10)","Unknown24","37216","5675","39616","20890","2775","59426","45746","191202","2378","7572","12622","15109","435011","4629","5143","977"
"75(1,C10)","Unknown25","46532","4859","113900","22742","3425","68299","64475","337802","2471","7149","9874","37420","441159","13136","5838","1145"
"76(1,D10)","Unknown26","123162","6440","86779","16396","2470","103287","247403","376656","2617","4942","12142","26707","479107","10669","17882","1030"
"77(1,E10)","Unknown27","50191","3226","64849","12865","3642","52373","58152","243073","2338","4462","11148","8718","490440","6418","4553","1120"
"78(1,F10)","Unknown28","65076","12068","64076","9258","2232","51883","95167","191015","2840","3952","13702","13661","366906","6070","3089","1174"
"79(1,G10)","Unknown29","24569","5463","89483","44897","3024","110502","53001","223004","3343","6270","11164","14843","422235","8256","4011","1073"
"80(1,H10)","Unknown30","18547","4199","89756","18152","3706","43286","94141","335020","2913","6068","11148","35029","594506","11561","5583","1096"
"81(1,A11)","Unknown31","82805","2530","39018","41856","2368","20597","132794","239755","2845","5584","10063","14244","346050","15811","3016","1338"
"82(1,B11)","Unknown32","38831","3550","46719","72904","3299","7747","52043","288605","3146","12132","12880","16191","503999","20529","2678","1023"
"83(1,C11)","Unknown33","61630","7431","107548","25195","3709","53043","88921","300594","2625","6416","12862","37770","543090","14213","4919","1149"
"84(1,D11)","Unknown34","120652","5586","87476","35413","3286","89536","317740","276444","2721","7256","12846","27297","432278","9662","11891","1201"
"85(1,E11)","Unknown35","54840","4538","62410","12074","3226","98695","90989","202524","2275","5697","11377","8731","301217","4841","4103","1029"
"86(1,F11)","Unknown36","59277","7312","53256","42888","4352","48232","43520","254356","2323","16703","12315","37305","563775","14200","2675","1184"
"87(1,G11)","Unknown37","258310","3095","40159","42276","3094","3349","594399","186500","2679","5478","15372","10493","458402","4366","7397","1155"
"88(1,H11)","Unknown38","67015","7376","65297","28962","2577","58307","48144","143944","2019","8400","9130","5535","358100","11450","5073","406"
"89(1,A12)","Unknown31","70944","2297","38349","9698","3087","15204","104700","226073","2281","4119","6173","10488","302894","12637","2418","1032"
"90(1,B12)","Unknown32","25686","2198","20879","27279","3159","8902","18519","206974","2797","8387","10096","11354","737564","13450","3576","1332"
"91(1,C12)","Unknown33","56066","5150","51312","8055","3153","34741","67949","299090","2372","3414","11584","19765","438402","12560","4810","893"
"92(1,D12)","Unknown34","84506","6709","48745","9440","4018","51763","205639","210224","2799","4544","8751","11829","466189","4724","5274","1029"
"93(1,E12)","Unknown35","59820","4842","56531","7256","2631","83933","89315","236424","1653","6543","10289","14288","299003","10683","3560","1133"
"94(1,F12)","Unknown36","53660","5824","45764","36326","2193","38663","37114","208821","2286","15024","12805","29569","545557","11106","4109","1090"
"95(1,G12)","Unknown37","185742","1820","36606","23542","2752","9090","571241","169387","1899","4448","11368","7163","377500","3015","5260","1170"
"96(1,H12)","Unknown38","62756","6441","58767","26686","2061","85605","51346","159326","2276","10286","13094","6056","469000","9689","3347","1015"


"DataType:","Std Dev"
"Location","Sample","C-peptide","Ghrelin","GIP total","GLP-1 total","IL-6","Glucagon","Insulin","Leptin","MCP-1","Secretin","PP","PYY","Resistin","TNFa","Amylin","Total Events"
"1(1,A1)","Standard1","129743.92969","401176.125","192319.73438","363413.5","565405.5","3104179.75","316036.03125","265487.1875","387268.46875","148257.76562","166364","259798.17188","670644.9375","374056.84375","373481.96875","1168"
"2(1,B1)","Standard2","91614.60938","293901.125","74589.20312","701661.3125","145990.6875","1179350.125","289621.0625","259603.10938","222742.60938","130389.67969","113748.24219","233135.8125","728114.125","166318.01562","240141.375","1061"
"3(1,C1)","Standard3","59965.16797","151274.6875","29569.69727","156643.125","55895.32031","2780288.75","167148.14062","150338.89062","89685.05469","90454.42188","39704.75391","113765.91406","169631.89062","45480.76562","109178.16406","1075"
"4(1,D1)","Standard4","20932.1875","41988.625","9503.7334","20138.60352","19221.55078","165385.59375","78452.45312","56285.875","12937.11328","27891.58789","5765.11182","20465.7168","88346.21094","15580.8457","36551.47656","1158"
"5(1,E1)","Standard5","7263.07812","9243.2832","2860.84692","8126.83057","8760.45703","205223.39062","19292.92773","16535.20703","4252.06738","9016.07031","4353.13867","3539.52539","31572.38281","6280.63916","7348.02148","1018"
"6(1,F1)","Standard6","1438.47937","4102.45898","2105.03223","12383.79395","1493.93652","4548.80859","2711.93335","5177.60791","2039.52869","2412.83276","3110.7854","2032.20105","14030.84961","3030.91187","1062.69312","1002"
"7(1,G1)","Standard7","1746.18958","1116.00098","1427.91309","1448.18286","1067.07007","1197.54602","4205.31982","1972.94739","1351.68213","1168.07703","17859.91992","1425.27478","7731.92773","1829.6759","1145.9856","1264"
"8(1,H1)","Background0","1542.62915","1377.71277","1575.82312","1880.53259","1204.6571","1021.62122","3466.97217","1872.95239","1245.04663","1581.45813","10744.93164","1203.78857","5660.2583","3351.21606","1597.69031","1152"
"9(1,A2)","Standard1","123433.71094","392302.59375","191346.42188","320286.28125","276607.3125","1251842.75","329855.90625","272116.375","366638.09375","139109.48438","222542.07812","250472.82812","592025.3125","386325.21875","370455","1126"
"10(1,B2)","Standard2","97426.05469","308717.46875","92354.09375","298683.84375","137751.1875","1130519.375","284164.3125","248215.625","240120.78125","127685.625","87064.88281","231396.09375","370806.875","144362.375","276356.8125","1103"
"11(1,C2)","Standard3","64421.67188","170952.09375","39620.32422","140340.23438","57879.34766","633451.4375","181201.6875","160614.03125","74473.85938","83381.55469","45016.64453","149774.21875","221576.10938","69872.35156","114389.10156","1070"
"12(1,D2)","Standard4","27947.45508","50063.48438","10024.2334","29139.46875","19681.89453","182966.40625","67820.44531","64425.40234","14307.35059","32807.33594","7511.52539","28881.39062","84417.5","21017.36914","40572.72266","1061"
"13(1,E2)","Standard5","6206.58936","16200.80176","2897.01562","3833.83447","4346.18652","17988.26367","16215.55176","16784.24023","1790.66614","9113.60938","2908.823","5663.28467","30297.4668","5920.58789","12024.50977","1257"
